campaign_id,brand,category,launch_date,region,campaign_type,primary_channel,visual_complexity_score,edge_density,spatial_frequency,texture_variance,object_count,scene_complexity,depth_layers,motion_intensity,color_palette_diversity,dominant_color_hue,color_saturation_mean,color_contrast_ratio,face_presence_binary,face_count,dominant_emotion,emotion_intensity,brand_asset_visibility,logo_size_ratio,brand_color_prominence,product_visibility_score,aesthetic_score,memorability_score,distinctiveness_score,visual_hierarchy_score,message_sentiment,message_urgency,emotional_tone_score,benefit_orientation,readability_score,message_clarity,jargon_density,word_count,cta_presence,cta_strength,cta_clarity,headline_strength,headline_length,value_proposition_clarity,unique_selling_point_strength,social_proof_elements,credibility_indicators,testimonial_presence,audio_presence,audio_tempo,audio_energy,audio_valence,voice_presence,music_presence,voice_gender,music_genre,sonic_logo_presence,audio_brand_mentions,audio_memorability,campaign_duration_days,days_since_launch,quarter_launched,is_holiday_campaign,budget_allocated,budget_vs_category_avg,share_of_voice,competitive_pressure,channel_mix_diversity,digital_allocation_pct,traditional_allocation_pct,social_media_weight,market_saturation,category_growth_rate,economic_sentiment,consumer_confidence,targeting_precision,message_consistency,creative_distinctiveness,strategic_clarity,cultural_relevance_score,cultural_symbol_count,local_language_accuracy,cultural_sensitivity_score,trend_alignment,meme_usage,zeitgeist_relevance,social_movement_alignment,localization_depth,adaptation_quality,cultural_authenticity,time_since_launch,recency_weight,wear_out_factor,seasonality_alignment,day_of_week_effect,month_of_year_effect,lifecycle_stage,momentum_score,asset_count,asset_diversity,asset_coherence,cross_asset_synergy,campaign_family_size,brand_heritage_score,campaign_evolution_score,influencer_involvement,viral_potential,network_reach_potential,brand_baseline_effect,brand_reputation_score,category_baseline_effect,category_maturity,region_baseline_effect,region_digital_maturity,survival_time,event_indicator,censored,creative_fatigue_risk,competitive_threat_level,market_disruption_risk,creative_durability_score,message_timelessness,execution_quality,roi_multiplier,brand_lift_percentage,engagement_rate,purchase_intent_lift,binary_success,ces_categorical,time_to_peak_effectiveness,campaign_longevity,asset_effectiveness,campaign_synergy_score,creative_effectiveness_score
CAMP_0142,Brand_A,Auto,2025-02-15 13:11:56.087849,LATAM,Hybrid,Digital,0.13742430887514978,0.6772094238747389,0.755317592988137,0.6794749180641805,4,0.5992351310343601,1,0.8269788274840308,0.4773963627675598,113.49044748950583,0.3251087669297606,11.885485886558588,1,3,joy,0.6980760588778487,0.6144001522495011,0.03949551273905192,0.5009378294050192,0.771645418581772,0.8066930281350895,0.3811545762069179,0.4609606214492914,0.7742179415845818,-0.09250396568239766,0.583100992948434,0.6662639223963369,emotional,51.41802573614275,0.7616778583195295,0.15121227097063092,26,1,0.530930112575672,0.8369842574336651,0.5991090295976109,4,0.346811397861535,0.6230860578999977,0,1,1,1,113.76460310460806,0.5146943290792307,0.8262658284223438,1,1,mixed,ambient,1,3,0.6577568695184915,34,146,1,0,37897.26579504671,1.2133250527657635,0.3212029668007896,0.5366043171807167,0.3564536277484135,0.23213174636020018,0.7678682536397998,0.19388607664215018,0.7881463285327839,-0.06424666015322578,-0.022812458594481222,0.6720381863475473,0.6163737890837121,0.9387734922244318,0.37011164188516277,0.8484641567356523,0.46441911624574733,1,0.8691825599387908,0.9433096945558951,0.103204882856309,1,0.22944551610032415,0,global,0.8194299012459965,0.4385523725166235,146,0.6703200460356393,0.5556359460152389,0.3053210171393187,0.8,1.1723430383655427,mature,0.5110495826960518,6,0.4165568819132118,0.6156816716569835,0.6062623697733427,3,0.514992811610097,0.4616542145968193,0,0.10974514295271474,36056.22294347674,0.1,0.6472930151370362,0.08,emerging,-0.05,0.878066185301127,102.01471227207188,1,0,0.21641899266236397,0.6033151446506622,0.41423918441182783,0.9313319789686207,0.3376286214966615,0.774289647692187,2.9920153397372746,10.805510683188448,0.2583077321824742,2.841600151074016,0,Average,62.26082943314013,102.01471227207188,0.9223164233934069,0.41938424604253716,46.46144693902145
CAMP_0708,Brand_E,Finance,2023-10-28 13:11:56.100447,Europe,Brand,Digital,0.3283080109753143,0.5728763044284912,0.7626963241954301,0.28854491229970297,7,0.5548963726876033,3,0.6839786768204107,0.6247654842217034,204.8267289331055,0.5319301108349631,3.544853392763051,1,0,neutral,0.7116471071143324,0.78324026257477,0.14873703423200133,0.2203806876828301,0.6573327163676511,0.6337077456963324,0.6390260549930938,0.7454725195076498,0.4810940029494836,-0.05032454483313942,0.675476149439003,0.654076190531256,social,54.448645307517076,0.7680365572159797,0.15490470763202252,22,1,0.7028936767156173,0.8792212602163016,0.5775352809213821,5,0.9175706575174674,0.6856334855747999,1,1,0,1,164.56297182263728,0.4027787429782532,0.7173942194884092,1,1,female,classical,0,2,0.49178743038725636,77,622,4,0,639097.0749718411,0.27419565970641524,0.08176843812667989,0.6348676859697273,0.7730877008402994,0.8800334870554025,0.11996651294459748,0.34341144650672756,0.3484614656889824,0.056213731077214876,-0.4771666650384164,0.47304432993067236,0.9379711091481625,0.708595392610204,0.5862531073408666,0.6701773091837333,0.37459358485345595,2,0.946882198225619,0.6377654658810248,0.6285870912198842,0,0.6802845189934981,0,regional,0.7734936660938574,0.5200648240610655,622,0.18193431037888863,0.9684302392726478,0.8234464234119143,1.2,0.8513989060234382,decline,0.35981481336412346,9,0.30102797647390417,0.4187689183434755,0.41893312771525887,4,0.5706865063883113,0.8314192308584742,0,0.3558569464602622,11593.245092352294,-0.1,0.7317484489976923,-0.05,emerging,0.05,0.8448481829700039,227.0870971720102,1,0,0.3619512050651769,0.6818199014069177,0.3205621182639572,0.9620290682089782,0.676840879164724,0.9163497424195796,2.5821551356854813,12.713188658454575,0.2782367776902329,6.581702849772876,0,Average,7.102002392982827,227.0870971720102,0.9513812622861445,0.7443700587087776,53.754942921552086
CAMP_0963,Brand_A,Tech,2024-03-07 13:11:56.106158,North_America,Brand,Digital,0.5626481648234721,0.3702047897057833,0.4173072545348877,0.5783437450136801,4,0.6625608218171194,3,0.4498646953614197,0.3700052553718864,190.2810464761254,0.5396221526108151,3.3269021090818227,1,1,neutral,0.5915133663244043,0.41788565672290534,0.09095179655031423,0.14491099307459568,0.29549854863222397,0.8746448470406274,0.5797266787953986,0.824366869122781,0.6417251805869699,-0.2767034531124004,0.6537623582783935,0.5243972335736191,emotional,71.70881155656905,0.8027670258043211,0.1925771201403638,17,1,0.48219511890921796,0.7692671938874615,0.5548063503887436,5,0.49266695723327514,0.60705140550925,3,2,0,1,172.2264610695771,0.7444623192327025,0.37025875528800156,1,1,mixed,ambient,1,3,0.27351622402043285,167,491,1,0,49468.62942547793,0.889259818877728,0.17053057084842466,0.4931475772073386,0.4575107673166666,0.19121069070041896,0.808789309299581,0.06014674570594569,0.6355579348299625,0.19600257466409693,0.18202840906338558,0.6694522860642977,0.7318686786855332,0.8741817045748668,0.3167836493129802,0.6999854451411465,0.5780699591155202,0,0.9571342065436359,0.9909883833444454,0.6320766591513111,0,0.4610763587985413,1,global,0.6964377049198667,0.2619194379883939,491,0.26048617780341776,0.9346356174224196,0.8546966057163177,1.1,0.8684084462959077,decline,0.3658399868094408,6,0.6096525912046993,0.7411944190256515,0.6396893289121823,2,0.8344989389307891,0.2840097708334557,0,0.07711307570590993,26874.508228530278,0.1,0.7578843686739085,0.1,mature,0.1,0.7316731336548283,112.3442125697095,1,0,0.4561296826550276,0.3092252173174798,0.27484262752799676,0.8884632223099662,0.42965463190066666,0.6767831269844786,3.136932004820889,7.506082646431736,0.2708424837417711,3.906629565854166,0,Average,71.25581633510647,112.3442125697095,0.4428403292248604,0.5068819730262577,50.82668618430431
CAMP_0556,Brand_D,Tech,2023-08-30 13:11:56.097111,Asia,Performance,TV,0.21349160042160203,0.2847533316789955,0.7807159544488498,0.37855985217156385,3,0.7696129200463097,4,0.47335668704320333,0.3014950704738274,248.6723962256419,0.6663055891427968,11.481787696701451,1,1,anticipation,0.5721152052289804,0.7645704101915649,0.07508079176524196,0.5834858727709265,0.4111414569143,0.7792827202485896,0.678640694585143,0.8169865452726819,0.8092088293927668,0.2674122515808488,0.14534598169971613,0.6098745044752762,functional,51.76921973635217,0.6884290031748311,0.18766503942454388,31,1,0.7380798527318253,0.5834384288727398,0.4960487245028029,11,0.5192390146787358,0.2741346931942923,0,2,1,1,120.8701440707166,0.5784014849610861,0.8725674725798492,1,1,mixed,pop,0,3,0.5138574713740894,104,681,3,0,74285.2522515398,0.8455779635629312,0.08901679681168191,0.33452144048437304,0.6350455189385762,0.8901379488253921,0.1098620511746079,0.49240858338400423,0.35026242066061813,0.03118552607305229,0.062245995050847935,0.5335283732917959,0.6768521904589774,0.9487043280818491,0.8082846843212358,0.899376941909741,0.6962154894770111,4,0.9747253704810788,0.9720996005896495,0.26628461889634797,0,0.32767552777101394,0,local,0.5762040193403389,0.31005931907306705,681,0.15477955121329945,0.977253257561024,0.37550932522446157,1.0,0.9076510346519299,decline,0.30369371755846597,3,0.6611026442436378,0.4538702059673873,0.7754274712017752,4,0.644220619652747,0.23284759336168165,0,0.14257115898565964,6943.316894315874,0.15,0.6046075542161372,0.1,declining,0.15,0.6142224867566936,186.86204086254065,1,0,0.34799956838594953,0.41573807636160187,0.4656417237014018,0.5402025519630557,0.4396864944510953,0.42582980079225513,2.720027320227515,13.605529816571394,0.3113620350114699,5.594554958283791,0,Average,19.129737874617344,186.86204086254065,0.44523703829418787,0.44831471285099284,58.609431818284996
CAMP_0288,Brand_E,Retail,2025-03-11 13:11:56.091151,Asia,Hybrid,OOH,0.24097964885512327,0.44591708814807196,0.26214593966180905,0.1046557890024547,2,0.8203632167384306,2,0.22858705870481688,0.4171724972813274,260.54987494834563,0.35359171271025736,14.231040897398488,1,2,anticipation,0.34728686952873705,0.7152253466225372,0.014309081194275628,0.5662082538933305,0.6503943969097642,0.8591240075331467,0.6504271813053023,0.42015117673431845,0.7922170236716104,0.4862419360295509,0.3154828507808808,0.48000341209595315,functional,46.952445181304306,0.9593700501572942,0.12281053807915732,22,1,0.6730941112823721,0.49657943541313015,0.47950077942251995,10,0.9090122687516264,0.7160780692707193,0,1,0,1,66.41046478334832,0.27181599888190744,0.7611778008439485,0,1,none,ambient,0,4,0.6565536799416374,121,122,1,0,140378.47405488094,1.051193251333228,0.24384929800780314,0.29689039119817195,0.3117040988662458,0.8035915794806024,0.19640842051939755,0.05905875891441498,0.3462013661851676,0.2002525574676453,0.09097347980364012,0.5631894732088277,0.34923581730479214,0.7711031353943046,0.7477558157915631,0.7770352562500153,0.5721331396528501,0,0.974042502215013,0.9118092055018114,0.7520798774396654,1,0.373324758638327,0,local,0.6950391883663912,0.48621465762966254,122,0.7158772427866629,0.49225594026255404,0.6346940255944942,1.1,0.8162955200587214,mature,0.43678581321523074,6,0.8498637734494234,0.8581151395221737,0.75679118489723,1,0.4511812094179368,0.6374579346086164,0,0.33820998730405605,79927.70241961347,-0.1,0.6763313883162541,0.0,emerging,0.15,0.5312080844788746,78.58859048134195,1,0,0.051737126651518306,0.2504957058696044,0.3476965500584595,0.9041888453602612,0.3372170777194262,0.8053687569221146,3.3977460481291364,10.846818149135315,0.320989361946087,6.439368229463858,0,Average,22.747837774955634,78.58859048134195,0.8312042592733392,0.637011236709881,59.66499955899035
CAMP_0126,Brand_B,Retail,2025-04-21 13:11:56.087477,APAC,Brand,OOH,0.2798311894927176,0.33715257982351776,0.48264971042270793,0.5045196249657163,6,0.7509806087802441,2,0.9850955233397977,0.31178265872345884,137.73366522036164,0.6458223659133266,18.113436711136075,1,3,joy,0.46353031959257796,0.7865495421244817,0.10920476786456458,0.6929804071117921,0.28703183083315575,0.6827127937716687,0.565448405521874,0.6229599914927162,0.8041483263718461,0.7154319149978061,0.4842067255907972,0.8911828519757847,emotional,49.9925505449637,0.6031525282202402,0.03188992391738867,28,1,0.5496925575112994,0.3832475714254653,0.38962694811239723,4,0.8972411984922806,0.6830976759658578,1,1,0,1,174.23277156146838,0.5051218888272976,0.7113379590188391,1,1,mixed,electronic,1,0,0.7550257695918896,32,81,2,0,120976.74934300073,1.3944852089257962,0.17648251936383613,0.381757428537315,0.34899100489457235,0.6468769669583061,0.3531230330416939,0.03209741785720299,0.6618554400557632,0.0693689738642019,0.3378654210428027,0.6978876645411907,0.7624236868674501,0.6588519748701149,0.761020504999547,0.5106226213481784,0.6413239937531353,1,0.8569788094015844,0.658005139691376,0.821228712858576,0,0.6417250347636048,0,regional,0.9074174806931679,0.542526791953906,81,0.800981195700103,0.36237184837822667,0.6769385982547609,1.2,0.8968194116064915,growth,0.6928039105471153,1,0.6959295843263593,0.9034045850331998,0.5677419281034979,4,0.8244505758971954,0.8369564830800229,0,0.4202603680206131,7738.178505672361,0.05,0.7524032113272848,0.0,mature,0.12,0.6195645191973617,91.951271367293,0,1,0.31597195127562056,0.5273574102306511,0.39461609195346514,0.8609942553872955,0.6675579728706473,0.8891142648475736,3.0347632245925005,13.409290298422905,0.32045465927508426,4.11739385705655,0,Average,90.77677998387126,91.951271367293,0.6953314784739331,0.5809453073422717,57.09816739055451
CAMP_0646,Brand_A,Auto,2024-08-02 13:11:56.099084,Europe,Performance,Radio,0.5924717736409679,0.17136524705357106,0.3319946761381585,0.6220632750064625,5,0.3764913336126943,1,0.09340768176021597,0.4059752856619228,252.3264062866035,0.5378808724510402,16.80273382150864,0,0,joy,0.870758501636766,0.712499865855552,0.08629630831069655,0.34682698818825203,0.5179599916339583,0.5515340791465986,0.34368109544496306,0.36735153310975766,0.7175585114151335,0.6136010643388186,0.4923477652568483,0.7505033902137812,emotional,49.52465435328339,0.4559285285876302,0.2558201234490209,31,1,0.5729829135727381,0.6586936681328851,0.6570714337469176,3,0.4833226134323101,0.5155505685459402,1,1,0,0,0.0,0.0,0.0,0,0,none,none,1,2,0.0,59,343,3,0,76122.94900857682,0.55502349398788,0.34953040374261607,0.8757054069585142,0.7170949819041199,0.16196017583515687,0.8380398241648431,0.28260126229815513,0.6080953377621934,0.0820126610512795,-0.16411576677930373,0.5320960480325869,0.41867784100794814,0.8220733167291125,0.5934177421710004,0.7993144412286814,0.36103617298461615,0,0.9373776349035842,0.9491859024013601,0.3389627634800192,0,0.6835501235507218,0,regional,0.648065305907308,0.7075603995382544,343,0.39073487134507123,0.851260013661556,0.7143783315288843,0.8,0.9783357693050493,decline,0.4926454462091619,3,0.5394651205421128,0.9482110355027507,0.7986450850974149,2,0.6171571486206576,0.41175485205396894,0,0.38629560930470597,13809.395106837193,0.1,0.8357711706573197,0.08,emerging,0.05,0.8951966995390903,111.11613697551718,1,0,0.6985404664795714,0.28739210232579504,0.1610305275045968,0.8223088192629557,0.37374572943304474,0.807736900244518,3.225566250496284,8.916211518688277,0.28884667089848354,7.993453686969019,0,Average,39.47200800849675,111.11613697551718,0.5998480413014322,0.5426176154713698,51.232548386319166
CAMP_0481,Brand_E,Auto,2024-09-12 13:11:56.095454,LATAM,Performance,OOH,0.049966501551172604,0.1572024194653083,0.3744463195344044,0.2644325244577287,2,0.736232260885697,3,0.34680221978800374,0.6573787873129924,310.99897176442454,0.5955069950001803,4.438641686236969,1,0,anticipation,0.5915098385499225,0.30819648607633593,0.04084180285441383,0.7981250834060462,0.864171998333852,0.15663290368388846,0.5433935404585641,0.3600781930436169,0.6246609257164212,0.49149927075986943,0.1789405214753169,0.8441725456995759,emotional,48.409807092819385,0.5842347637610591,0.0943031195293877,29,1,0.7932354929932068,0.6130443510761043,0.37598373868863966,2,0.6447410489453833,0.5609865158858838,0,1,1,1,112.76773902071236,0.8012349708487205,0.5337569650720052,1,1,male,classical,0,3,0.504006736896118,176,302,3,0,161214.16995924944,1.2004852375398711,0.1454816371062567,0.8882256454923365,0.22660272534648176,0.23590154151492096,0.7640984584850791,0.4161127293371782,0.6224683358017769,-0.15743828191502635,0.2531174598047091,0.4982844741680371,0.29581327564018506,0.9082372349261527,0.6113565808354912,0.7628871428001399,0.8300340799667356,0,0.9448569346106553,0.7962536692946875,0.3935747363429822,1,0.23061622013225697,0,local,0.8470824705499029,0.26748951297891244,302,0.43718568735808944,0.813211399045669,0.4811556244690148,0.9,0.8026451421107225,decline,0.47428675285991717,2,0.7805229772161728,0.7125851549512923,0.5558165864403755,1,0.5977812300151857,0.8257133633614556,1,0.48536681212034527,5503.957935914134,-0.1,0.723036755810045,0.08,mature,-0.05,0.5029551951156138,175.43903699621103,1,0,0.22764910267194619,0.22460069451692274,0.49681631733391807,0.19675447331058138,0.48173539872531557,0.7247296581881555,2.163405664589076,8.354834475259356,0.28658530163204765,6.164727717197822,0,Average,81.32829803629409,175.43903699621103,0.5348318350486172,0.4082117483982709,49.4198713203622
CAMP_0776,Brand_A,CPG,2025-05-08 13:11:56.101967,Europe,Performance,Radio,0.16137387275917656,0.1980153140296751,0.2638330432484464,0.6244339378833873,4,0.5544799494206347,3,0.04537725278032245,0.8127136097297611,139.75599587151672,0.3345740290104971,8.257410826991112,1,3,anticipation,0.5500743070456355,0.6603137480822523,0.10835646421213369,0.37396480551372957,0.6648244753197182,0.6210619778806868,0.7165824263440972,0.7521209130158582,0.802590674430631,-0.3635373015001745,0.6016822308453122,0.6799263801523949,social,52.78990807053073,0.9578680382172451,0.2241311959017597,25,1,0.7149957031120635,0.7256369231163187,0.9570791889820418,9,0.6386382343896483,0.5695431075519646,1,2,0,1,78.61793243248138,0.3998995011787878,0.28373383373514294,1,1,male,classical,0,2,0.631605207924692,157,64,2,0,697279.3679746916,1.035536637358697,0.1291047843532333,0.7404960581464839,0.5006460581723426,0.5387987992134219,0.4612012007865781,0.38048399868071403,0.5113752253707848,-0.03933135885819887,0.01994545857604202,0.7102955850882287,0.5265294648340094,0.6233138814592685,0.4648441891935002,0.4292446333872916,0.6579961627109161,2,0.7844268436336523,0.6014834871525595,0.5978915589635717,0,0.288949240431147,0,local,0.7277613452822719,0.6717610176342038,64,0.8391695847094347,0.2992159894074672,0.6276320684372627,1.2,0.8228934118444804,growth,0.4965279924486006,3,0.6564515935835901,0.9072026069540745,0.6698874296282756,1,0.5693676478521171,0.13503054555967267,1,0.09875592194292675,6073.869394380512,0.1,0.8738592665985221,0.05,mature,0.05,0.7969711533109808,59.085720078065435,1,0,0.10674670312790528,0.4947267033416075,0.40729036457715606,0.8842635613016216,0.44191757476507076,0.766586762649493,2.819452510300555,9.210602380036285,0.26269949632955286,7.394408237064042,0,Average,43.625396490547914,59.085720078065435,0.2173779172022995,0.5814195780063305,49.506134130652235
CAMP_0904,Brand_E,Finance,2025-02-13 13:11:56.104836,Europe,Performance,Social,0.15573245088813878,0.7112744001703852,0.42102470455084046,0.53586481486445,3,0.7345493375912954,3,0.4644926696283156,0.38570291442424254,128.02205887400527,0.6152472425724038,18.42659231574098,0,0,trust,0.7094428264052679,0.9297145816351495,0.010885092535971017,0.45563398509571684,0.7510604028066539,0.22515184211544606,0.41180930048355147,0.4876665199286967,0.7953085089848309,-0.16878773824729754,0.22431568263569554,0.3851090283027206,functional,72.50806076181826,0.6919370401137414,0.26182528487422907,22,1,0.8572306713270972,0.6108840847636241,0.7438656613427567,4,0.6421131238656879,0.5978504386054783,1,1,1,1,76.89139586490423,0.5766668275387146,0.8360337915123729,1,1,female,classical,0,0,0.17174663581532826,57,148,1,0,37097.996142857155,1.1969926040673842,0.07934772699931526,0.22003915749089023,0.7540728588077343,0.8535680545909006,0.14643194540909943,0.23849937068037813,0.4942204404899093,-0.02471424257773283,0.4840135700142931,0.6275453851992483,0.8604420699064219,0.762623102319345,0.5933298633038661,0.5098986868229038,0.44262891640481133,1,0.9148275359053095,0.7780025909241987,0.6269451505070966,0,0.6387829602904662,1,global,0.7701784818694521,0.5095002660413532,148,0.6666571041041626,0.5605459958235449,0.7578238792264496,1.2,1.0235570817009716,mature,0.5175343541259728,6,0.6019237678507031,0.6360560143604789,0.43576331117633776,4,0.5000485072050592,0.2578115811906555,0,0.2878288520310802,56579.822960021265,-0.1,0.804286460786015,-0.05,emerging,0.05,0.5311880020314854,229.37403188102587,0,1,0.6755133186516592,0.7045346688698231,0.40119012670011267,0.8903115886089974,0.36378853880887246,0.40187036788597297,2.3469292698382804,9.569281462936193,0.25012865157434766,2.6364017234975266,0,Average,42.692691582460924,229.37403188102587,0.9141149539150941,0.5965175708420989,43.95871432870654
